DATA,EMPRESA,RESUMO ATIV.,DESCRIÇÃO DA ATIV.,INICIAL,FINAL,QTDE DE HORAS
2/25/2026,G3S 10,BCBI Seletiva,"Checagem de integração dos valores de Bônus de compra e venda, identificada inconsistência na integração de Bônus de COMPRA, relatada ao Matheus(Consulti) através de prints no whatsapp",9:33,11:00,1:27
2/25/2026,G3S 10,BCBI Seletiva,"Checagem de valores, integrações e inconsistências ",11:00,12:15,1:15
2/25/2026,G3S 10,Parametrização,"Ajuste de centros de custo de placas com Joao paulo, Julio, ",13:15,15:15,2:00
2/26/2026,G3S 10,Suporte Áreas,Ajuda na alimentação da planilha de compras de material de USINA com CHICO,8:00,10:30,2:30
2/26/2026,G3S 10,Suporte Áreas,Ajuda na alimentação da planilha de compras de material de INDÚSTRIA com CHICO,10:30,12:30,2:00
2/26/2026,G3S 10,Suporte Áreas,"Aplicação de melhorias na base de compra de material para USINA e INDÚSTRIA, idealizados com CHICO e JONATAN",13:30,17:20,3:50
2/27/2026,G3S 10,BCBI Seletiva,"Checagem de valores, integrações e inconsistências ",8:00,9:30,1:30
2/27/2026,G3S 10,BCBI Seletiva,Reunião com Luciano e Matheus para verificação de problemas no sistema BCBI,9:30,10:10,0:40
2/27/2026,G3S 10,Suporte Áreas,Reenvio de estrutura de rateio para FERNANDA/FISCAL,10:10,10:30,0:20
2/27/2026,G3S 10,Qualidade,Suporte ao João(qualidade) para reestruturação de centros de custo das placas,10:30,11:00,0:30
2/27/2026,G3S 10,BCBI Seletiva,"Checagem de valores, integrações e inconsistências ",11:00,12:00,1:00
2/27/2026,G3S 10,CTA,checagem em dupla com o João entre CTAxSAGI,13:00,15:00,2:00
3/2/2026,G3S 10,Suporte Áreas,Reunião com Jonatan e Luciano para alinhamento de novas demandas na planilha de compra de sucata USINA/INDÚSTRIA,8:00,8:30,0:30
3/2/2026,G3S 10,Qualidade,Alinhamento de demandas com luciano pré reunião no cosmopolitan,8:30,9:00,0:30
3/2/2026,G3S 10,BCBI Seletiva,Preparação da carga de conta garantida para a seletiva,9:00,9:50,0:50
3/2/2026,G3S 10,BCBI Seletiva,Comunicação de erros de cálculo no BCBI dentro do grupo do whatsapp,9:50,10:15,0:25
3/2/2026,G3S 10,CTA,Reunião com João paulo e jose(sygecom) para verificação de integração CTAxSAGI,10:15,10:30,0:15
3/2/2026,G3S 10,BCBI Seletiva,"Validação de cards e valores do BI, pré reunião",10:30,12:10,1:40
3/2/2026,G3S 10,BCBI Seletiva,"Validação de cards e valores do BI, pré reunião",13:10,14:30,1:20
3/3/2026,G3S 10,Suporte Áreas,Rateio de centros de custo dos PJ's para JOAO FINANCEIRO,8:00,10:00,2:00
3/3/2026,G3S 10,BCBI Seletiva,Conferencia de dados BCBIxODBC,10:00,12:15,2:15
3/3/2026,G3S 10,BCBI Seletiva,Conferencia de dados BCBIxODBC,13:15,15:00,1:45
3/4/2026,G3S 10,BCBI Seletiva,"Análise dos custos e indentificação de erros de lançamento, correção via banco e comunicação ao usuário da forma correta a se fazer",8:00,9:30,1:30
3/4/2026,G3S 10,BCBI Seletiva,"Reunião com João Paulo, Luciano e Matheus consulti para falarmos sobre o BCBI. Foi detectado erros na base de dados ao aplicarmos filtros, vamos marcar horário com Leonardo para ver isso",9:30,11:20,1:50
3/4/2026,G3S 10,BCBI Seletiva,Alinhamento de soluções para erros do BCBI,11:20,12:30,1:10
3/4/2026,G3S 10,BCBI Seletiva,Reunião com Luciano e Matheus para verificação de problemas no sistema BCBI,13:30,15:00,1:30
3/5/2026,G3S 10,Juros e multas,Readequação de centro de custo de lançamentos de juros referentes a financiamento BB,8:00,8:30,0:30
3/5/2026,Rh,Ginástica ,Ginástica Laboral,8:30,8:50,0:20
3/5/2026,G3S 10,BCBI Seletiva,Validação de entregas Matheus,8:50,9:20,0:30
3/5/2026,G3S 10,SAGI,Reparametrização de centros de custo por filial para as contas de pesagem avulsa e comunicação para Renato(sagi) e Leonardo(Sagi) para realizarem os ajustes dentro do sistema,9:20,9:30,0:10
3/5/2026,G3S 10,BCBI Seletiva,Readequação carga de depreciação de acordo com novos valores ,9:30,12:25,2:55
3/5/2026,G3S 10,BCBI Seletiva,Validação entrega de cargas MATHEUS,13:25,14:30,1:05
3/5/2026,G3S 10,Qualidade,Reunião com Cristina para alinhar novas estruturas,14:30,16:00,1:30
3/6/2026,G3S 10,BCBI Seletiva,Geração de carga de rateio da PILARES e do APOIO para lançar no BCBI,8:00,12:30,4:30
3/6/2026,G3S 10,BCBI Seletiva,"Checagem de erros no BCBI, análise vertical, ausencia de descricao, etc.",12:30,14:00,1:30
3/9/2026,G3S 10,BCBI Seletiva,Conferencia de dados BCBIxODBC,8:00,12:15,4:15
3/9/2026,G3S 10,Consulti,Abertura de ticket na consulti para configuração da conexão ODBC para fins de consulta e checagem de valores.,12:15,12:30,0:15
3/9/2026,G3S 10,BCBI Seletiva,Solicitação de correções e apontamentos de erros para o Matheus da Consulti,13:30,15:00,1:30
3/10/2026,G3S 10,Consulti,"Atendimento com Thaina ao chamado aberto ontem(09/03) sobre a conectividade do ODBC, Thaina não conseguiu resolver então escalou para o Caique para dar sequeência",8:00,9:40,1:40
3/10/2026,G3S 10,BCBI Seletiva,Confronto BCBI RECEITAS x ODBC,9:40,11:30,1:50
3/10/2026,G3S 10,Suporte Áreas,"Estruturação, junção e tratamento de planilha de produto G&S para Joao Ozores",11:30,11:50,0:20
3/10/2026,G3S 10,Suporte Áreas,Relatório de HE do marcondes para fevereiro,11:50,12:30,0:40
3/10/2026,G3S 10,Suporte Áreas,Suporte Gisele planilha de logistica reversa,13:30,15:00,1:30
3/11/2026,G3S 10,Fechamento,"Início fechamento 2026, bases janeiro e fevereiro",8:00,10:45,2:45
3/11/2026,G3S 10,Suporte Áreas,Desenvolvimento FOPA fevereiro para Giovane(está viajando),10:45,12:30,1:45
3/11/2026,G3S 10,Suporte Áreas,Desenvolvimento FOPA fevereiro para Giovane(está viajando),13:30,15:10,1:40
3/12/2026,G3S 10,Suporte Áreas,Desenvolvimento FOPA fevereiro para Giovane(está viajando),8:00,8:30,0:30
3/12/2026,Rh,Ginástica ,Ginástica Laboral,8:30,8:45,0:15
3/12/2026,G3S 10,Suporte Áreas,Desenvolvimento FOPA fevereiro para Giovane(está viajando),8:45,9:00,0:15
3/12/2026,Consulti,Chamado,consulti desempenho,9:00,9:15,0:15
3/12/2026,G3S 10,Suporte Áreas,Finalização do arquivo da folha e notificação para Giovane validar,9:15,9:50,0:35
3/12/2026,G3S 10,Suporte Áreas,Identificação e correção de erros na folha identificados com GIOVANE,9:50,11:30,1:40
3/12/2026,G3S 10,BCBI Seletiva,"Reunião com Giseele, Luciano, Leo(sagi), Matheus(consulti) e Caique(Consulti) para falarmos sobre mudanças do BI. Foi apontado pelo Caique q o SQL do ODBC está desatualizado",11:30,12:30,1:00
3/12/2026,G3S 10,Suporte Áreas,Identificação e correção de erros na folha identificados com GIOVANE,13:30,15:00,1:30
3/13/2026,G3S 10,BCBI Seletiva,"Trabalho conjunto com Luciano, checagem de informações do fechamento 2026",8:00,12:30,4:30
3/13/2026,G3S 10,Suporte Áreas,Conversa com Wilgner sobre lançamentos de notas de PJ,13:30,14:15,0:45
3/13/2026,G3S 10,Fechamento,Análise dos dados e verificação  em conjunto com Luciano,14:15,16:00,1:45
3/16/2026,G3S 10,Fechamento,Emissão de relatórios de compra e venda de sucata para o fechamento jan e fev,8:00,10:30,2:30
3/16/2026,G3S 10,Fechamento,Fechamento dados SUPPLY,10:30,12:30,2:00
3/16/2026,G3S 10,Fechamento,Fechamento dados SUPPLY,13:30,14:00,0:30
3/16/2026,G3S 10,Briefing com Leonardo,Reunião com cristina e Leonardo sobre o BCBI,14:00,15:00,1:00
3/17/2026,G3S 10,Fechamento,"Finalização do fechamento dos dados do SUPPLY, e fechamento dados ATUA e FOPA",8:00,12:25,4:25
3/17/2026,G3S 10,Suporte Áreas,Auxílio para lançamentos de planos de contas e centros de custo para joao financeiro e gabriel suprimentos,13:25,14:15,0:50
3/17/2026,G3S 10,BCBI Seletiva,Checagens BCBI solicitadas por Luciano,14:15,15:00,0:45
3/18/2026,G3S 10,LEONARDO,Translado leonardo Comfort X Seletiva',-,-,-
3/18/2026,G3S 10,Fechamento,Correção de lançamentos SAGI,8:00,9:00,1:00
3/18/2026,G3S 10,Rh,treinamento estagiários,9:00,10:30,1:30
3/18/2026,G&S,Suporte Áreas,Geração de relatório de custos ekipa intralogística e ECO EXPO,10:30,11:00,0:30
3/18/2026,G3S 10,Fechamento,fechamento dados abastecimentos,11:00,12:25,1:25
3/18/2026,G3S 10,Fechamento,fechamento dados abastecimentos,13:25,15:00,1:35
3/19/2026,G3S 10,Qualidade,Overview Pedro X Julio,8:00,12:15,4:15
3/19/2026,G3S 10,Qualidade,Overview Pedro X Julio,13:15,15:00,1:45
3/20/2026,G3S 10,Qualidade,Overview Pedro X Julio,8:00,8:30,0:30
3/20/2026,G3S 10,BCBI Seletiva,"Reunião Leonardo, Luciano, Júlio, Caíque, Matheus para alinharmos integração FOPA x BCBI",8:30,9:00,0:30
3/20/2026,G3S 10,Qualidade,Overview Pedro X Julio,9:00,12:25,3:25
3/20/2026,G3S 10,Qualidade,Overview Pedro X Julio,13:25,15:00,1:35
3/23/2026,G3S 10,Qualidade,Cadastro nos sistemas,8:00,12:00,4:00
3/23/2026,G3S 10,Qualidade,Explicação e prática p/ Análise de Dados e Edições de Centros de Custos e Planos de Contas no SAGI,13:00,15:00,2:00
3/24/2026,G3S 10,Qualidade,Exemplos e Edições nos lançamentos de Centros de Custos e Planos de Contas no SAGI,8:00,12:00,4:00
3/24/2026,G3S 10,Qualidade,Explicações do Luciano sobre usos do Sistema e Consulta de relatórios,13:00,15:00,2:00
3/30/2026,G3S 10,Qualidade,Consulta de relatórios diários de Entrada e Saída e comparação entre os valores concretos e valores do BCBI (menos de 1% de diferença),8:00,10:00,2:00
3/30/2026,G3S 10,Qualidade,Explicações do Luciano sobre usos do Sistema e Consulta de relatórios,10:00,12:00,2:00
3/30/2026,G3S 10,Qualidade,Separação e adequação de placas nos Centros de Custo corretos (separando por filial),13:00,15:00,2:00
3/31/2026,G3S 10,Qualidade,Cadastro de veículos e máquinas no novo centro de custos criado no SAGI,8:00,10:00,2:00
3/31/2026,G3S 10,Consulti,Realização de chamado p/ instalação de software por meio de acesso da Consulti,10:00,12:00,2:00
3/31/2026,G3S 10,Qualidade,"Transferência de placas de veículos espalhados por diferentes centros de custos em diferentes filiais, para os novos recém criados",13:00,15:00,2:00
3/31/2026,G3S 10,Qualidade,Auxilio na correção de gastos relacionados à veículos no relatório de fechamento,15:00,16:30,1:30
4/1/2026,G3S 10,Consulti,Chamado na Consulti para recuperação de acesso às planilhas de movimentação ligadas ao ODBC,8:00,12:00,4:00
4/1/2026,G3S 10,Consulti,Atualização do wsl,13:00,15:00,2:00
4/2/2026,,,Realização de Auditoria BCBI x Relatórios SAGI,8:00,12:30,4:30
4/2/2026,,,Integração - Luciano explicou sobre como identificar inconsistências nos lançamentos de Planos de Contas Apartir de análises no BCBI,13:30,14:30,1:00
4/2/2026,,,Desenvolvi um Script em um python notebook que realiza a auditoria de padrão de lançamentos de Planos de Conta por credor com base na moda,14:30,15:00,0:30
4/6/2026,,,Rotina de Auditoria comparando os dados do SAGI com os dados do BCBI em relação ao mês de Abril até o momento ,8:00,9:00,1:00
4/6/2026,,,Rotina de Auditoria em relação ao padrão nos lançamentos de Planos de Contas em relação ao credor,9:00,12:00,3:00
4/6/2026,,,Atualização do ODBC,13:00,13:15,0:15
4/6/2026,,,Auxilio no checklist,13:15,15:00,1:45
4/10/2026,,,Categorização de lançamentos de Tipos de Manutenção,8:00,12:30,4:30
4/10/2026,,,Criação de um python notebook para fazer o que o antigo Script em R fazia (conversão do ODBC para formato do relatório de fechamento),13:30,14:30,1:00
4/10/2026,,,Análise e tratamento inicial dos dados de Abril para integralização ao Relatório de Fechamento do ano,14:30,15:00,0:30
4/13/2026,,,Auditoria Entre relatórios do SAGI e Dados do BCBI,8:00,9:00,1:00
4/13/2026,,,Padronização dos Dados referêntes ao mês de março do SAGI para formato do relatório de fechamento,9:00,12:30,3:30
4/13/2026,,,Checagem e correção do relatório gerado pelo script de padronização,13:30,15:00,1:30
4/16/2026,,,Auditoria e padronização do relatório Bracofer para fechamento,8:00,12:00,4:00
4/16/2026,,,Adição dos lançamentos padronizados à planilha de fechamento geral,13:00,17:00,4:00
4/17/2026,,,Acesso ao ATUA e geração de Relatório de lançamentos referentes às Despesas do mês de Março,8:00,9:00,1:00
4/17/2026,,,Análise do Arquivo gerado e Seleção de colunas relevantes para categorização dos dados relevates para o Fechamento,9:00,9:30,0:30
4/17/2026,,,Conversão dos dados base tratados no formato padrão da Tabela Geral de Fechamento,9:30,12:30,3:00
4/17/2026,,,Readequação dos Centros de Custos dos lançamentos referentes às G3S de Londrina e Douraços que tinham sido feitos em Maringá,13:30,14:00,0:30
4/17/2026,,,Acesso ao ATUA e geração de Relatório de lançamentos referentes às Receitas do mês de Março,14:00,15:00,1:00
4/20/2026,,,Auditoria Entre relatórios do SAGI e Dados do BCBI,8:00,9:30,1:30
4/20/2026,,,Atualizar o ODBC,9:30,12:00,2:30
4/20/2026,,,Análise Correções e Refatoramento de código para leitura dos relatórios gerados pelo ATUA,13:00,15:00,2:00
4/22/2026,,,Atualizar o ODBC,8:00,8:15,0:15
4/22/2026,,,Auditoria Entre relatórios do SAGI e Dados do BCBI,8:15,8:30,0:15
4/22/2026,,,Conversão de relatório de despesas do ATUA referêntes aos meses de Janeiro e Fevereiro para formato de fechamento (não tinha na planilha geral),8:30,12:00,3:30
4/22/2026,,,refatoração e generalização de scripts que formatam relatórios de diferentes sistemas e dados do ODBC para o padrão do relatório de fechamento,13:00,15:00,2:00
4/23/2026,,,Auditoria Entre relatórios do SAGI e Dados do BCBI,8:00,9:00,1:00
4/23/2026,,,Calculando ?%  entre os primeiros meses 2025 e 2026 para entregar ao Marcondes,9:00,10:00,1:00
4/23/2026,,,Colando os relatórios do ATUA no Fechamento geral e normalizando o que for necessário,10:00,12:20,2:20
4/23/2026,,,corrigindo o bug de hierarquia dos notebooks de conversão de relatórios do ATUA,13:20,15:00,1:40
4/24/2026,,,Auditoria Entre relatórios do SAGI e Dados do BCBI,8:00,8:30,0:30
4/24/2026,,,Auxilio ao Luciano na Adequação de Placas de máquinas em novos Centros de Custo,8:30,12:30,4:00
4/24/2026,,,Identificação e tratamento de centro de custos repetidos referentes à placas de máquinas no SAGI,13:30,15:00,1:30
4/27/2026,,,Atualizar o ODBC,8:00,8:15,0:15
4/27/2026,,,Auditoria Entre relatórios do SAGI e Dados do BCBI,8:15,8:30,0:15
4/27/2026,,,Implementação de Script de conversão dos relatórios de Plano de Contas e Centros de Custo para uma planilha Excel organizada,8:30,10:00,1:30
4/27/2026,,,Recuperação das planilhas de rateio da Pilares e da Seletiva - Apoio,10:00,12:30,2:30
4/27/2026,,,Calculo do rateio da pilares referenta ao mês de março seguindo o mesmo critério do pedro,13:30,15:00,1:30
4/28/2026,,,Auditoria Entre relatórios do SAGI e Dados do BCBI,8:00,8:30,0:30
4/28/2026,,,Atualizar o ODBC,8:30,12:00,3:30
4/28/2026,,,Auditora entre lançamentos de Fretes de Coleta e Fretes Próprios no mês de Março,13:00,14:00,1:00
4/28/2026,,,Envio do relatório de Centros de Custo atualizado ao Matheus (Consulti),14:00,15:00,1:00
4/28/2026,,,fiquei até as 18h para ajudar a terminar o que precisava arrumar na planilha da Pilares para fazer o rateio corretamente,15:00,18:00,3:00
4/29/2026,,,Atualizar o ODBC,8:00,8:30,0:30
4/29/2026,,,Auditoria Entre relatórios do SAGI e Dados do BCBI,8:30,12:00,3:30
4/29/2026,,,Recuperação das planilhas de rateio da Pilares e da Seletiva - Apoio,13:00,14:00,1:00
4/29/2026,,,Preparação do relatório de Carga para folha de pagamento da Pilares,14:00,15:00,1:00
4/29/2026,,,"Correção de lançamentos errados que foram identificados no processo de análise de FOPA da pilares, tanto no relatório de fechamento geral quanto no SAGI",15:00,18:00,3:00
4/30/2026,,,Atualizar o ODBC,8:00,8:30,0:30
4/30/2026,,,Auditoria Entre relatórios do SAGI e Dados do BCBI,8:30,12:00,3:30
4/30/2026,,,Preparação do relatório de Carga para folha de pagamento do setor de APOIO da seletiva,13:00,14:00,1:00
4/30/2026,,,Envio da carga tratada para o Matheus da Consulti,14:00,15:00,1:00
4/30/2026,,,Identificação de bug no BCBI e solicitação de criação de Demanda para Correção ,15:00,18:00,3:00
5/4/2026,,,Atualizar o ODBC,8:00,8:30,0:30
5/4/2026,,,Auditoria Entre relatórios do SAGI e Dados do BCBI,8:30,12:00,3:30
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
,,,,,,0:00
